dataset,query_idx,M,efConstruction,efSearch,k,Rt,baseline_recall,darth_recall,is_failure,difficulty_1nn_dist,query_norm
siftsmall,59,16,128,200,10,0.9,1.0,1.0,False,114.41591,509.80585
siftsmall,60,16,128,200,10,0.9,1.0,1.0,False,170.30855,508.19385
siftsmall,61,16,128,200,10,0.9,1.0,1.0,False,140.35669,508.85165
siftsmall,62,16,128,200,10,0.9,1.0,1.0,False,131.65105,508.7927
siftsmall,63,16,128,200,10,0.9,1.0,1.0,False,94.91575,509.13553
siftsmall,64,16,128,200,10,0.9,1.0,1.0,False,138.27509,509.0992
siftsmall,65,16,128,200,10,0.9,0.6,0.6,False,173.38109,508.20468
siftsmall,66,16,128,200,10,0.9,1.0,1.0,False,200.86563,508.73764
siftsmall,67,16,128,200,10,0.9,0.9,0.9,False,224.22533,508.58133
siftsmall,68,16,128,200,10,0.9,0.9,0.9,False,201.3107,508.45944
siftsmall,69,16,128,200,10,0.9,0.7,0.7,False,266.81268,508.39157
siftsmall,70,16,128,200,10,0.9,1.0,1.0,False,46.8188,509.5135
siftsmall,71,16,128,200,10,0.9,1.0,1.0,False,193.67499,509.03732
siftsmall,72,16,128,200,10,0.9,0.7,0.7,False,303.21115,508.4909
siftsmall,73,16,128,200,10,0.9,1.0,1.0,False,230.45824,508.89587
siftsmall,74,16,128,200,10,0.9,0.9,0.9,False,131.09538,507.90552
siftsmall,75,16,128,200,10,0.9,1.0,1.0,False,212.06131,507.72925
siftsmall,76,16,128,200,10,0.9,0.8,0.8,False,251.25684,509.04028
siftsmall,77,16,128,200,10,0.9,1.0,1.0,False,293.71585,507.7135
siftsmall,78,16,128,200,10,0.9,1.0,1.0,False,226.8678,508.31683
siftsmall,79,16,128,200,10,0.9,1.0,1.0,False,148.16545,509.16403
siftsmall,80,16,128,200,10,0.9,0.9,0.9,False,146.31131,508.93124
siftsmall,81,16,128,200,10,0.9,0.9,0.9,False,276.81943,509.4134
siftsmall,82,16,128,200,10,0.9,1.0,1.0,False,271.98163,507.5362
siftsmall,83,16,128,200,10,0.9,1.0,1.0,False,181.60672,509.0894
siftsmall,84,16,128,200,10,0.9,1.0,1.0,False,192.67848,508.59512
siftsmall,85,16,128,200,10,0.9,1.0,1.0,False,285.107,509.18954
siftsmall,86,16,128,200,10,0.9,1.0,1.0,False,224.90665,508.11514
siftsmall,87,16,128,200,10,0.9,1.0,1.0,False,123.55971,509.0442
siftsmall,88,16,128,200,10,0.9,1.0,1.0,False,75.07996,508.8202
siftsmall,89,16,128,200,10,0.9,0.9,0.9,False,114.53384,509.17188
siftsmall,90,16,128,200,10,0.9,1.0,1.0,False,50.457905,509.68716
siftsmall,91,16,128,200,10,0.9,0.8,0.8,False,298.02686,508.86343
siftsmall,92,16,128,200,10,0.9,1.0,1.0,False,141.46378,508.0561
siftsmall,93,16,128,200,10,0.9,1.0,1.0,False,234.77435,508.26862
siftsmall,94,16,128,200,10,0.9,1.0,1.0,False,160.57086,510.02158
siftsmall,95,16,128,200,10,0.9,0.8,0.8,False,305.39154,509.34174
siftsmall,96,16,128,200,10,0.9,0.6,0.6,False,285.79013,509.34076
siftsmall,97,16,128,200,10,0.9,0.8,0.8,False,233.53159,508.4968
siftsmall,98,16,128,200,10,0.9,1.0,1.0,False,137.42998,508.9008
siftsmall,99,16,128,200,10,0.9,1.0,1.0,False,184.61311,507.7903
siftsmall,0,16,200,200,10,0.9,0.8,0.8,False,276.7815,508.22238
siftsmall,1,16,200,200,10,0.9,0.8,0.8,False,256.8521,507.9429
siftsmall,2,16,200,200,10,0.9,0.9,0.9,False,206.73654,508.18893
siftsmall,3,16,200,200,10,0.9,1.0,1.0,False,215.17667,509.11884
siftsmall,4,16,200,200,10,0.9,1.0,1.0,False,250.50948,509.22195
siftsmall,5,16,200,200,10,0.9,0.6,0.6,False,275.15088,507.28986
siftsmall,6,16,200,200,10,0.9,1.0,1.0,False,246.60901,507.91928
siftsmall,7,16,200,200,10,0.9,1.0,1.0,False,173.94827,509.6332
siftsmall,8,16,200,200,10,0.9,0.6,0.6,False,248.47334,508.87817
siftsmall,9,16,200,200,10,0.9,1.0,1.0,False,250.014,508.04922
siftsmall,10,16,200,200,10,0.9,0.9,0.9,False,293.88263,508.18698
siftsmall,11,16,200,200,10,0.9,0.8,0.8,False,172.16272,508.7858
siftsmall,12,16,200,200,10,0.9,1.0,1.0,False,238.54979,509.0511
siftsmall,13,16,200,200,10,0.9,0.9,0.9,False,244.67734,509.5135
siftsmall,14,16,200,200,10,0.9,0.9,0.9,False,273.31668,507.4032
siftsmall,15,16,200,200,10,0.9,1.0,1.0,False,253.68288,508.78973
siftsmall,16,16,200,200,10,0.9,0.9,0.9,False,248.19952,507.47018
siftsmall,17,16,200,200,10,0.9,1.0,1.0,False,254.63504,508.04034
siftsmall,18,16,200,200,10,0.9,0.8,0.8,False,266.8895,508.7357
siftsmall,19,16,200,200,10,0.9,1.0,1.0,False,224.75098,508.45746
siftsmall,20,16,200,200,10,0.9,1.0,1.0,False,192.98445,509.3005
siftsmall,21,16,200,200,10,0.9,1.0,1.0,False,80.845535,510.24307
siftsmall,22,16,200,200,10,0.9,1.0,1.0,False,173.05202,508.70816
siftsmall,23,16,200,200,10,0.9,0.7,0.7,False,253.94093,509.71658
siftsmall,24,16,200,200,10,0.9,1.0,1.0,False,154.2271,508.49188
siftsmall,25,16,200,200,10,0.9,0.8,0.8,False,271.61002,508.6659
siftsmall,26,16,200,200,10,0.9,1.0,1.0,False,183.4421,509.33878
siftsmall,27,16,200,200,10,0.9,0.8,0.8,False,175.51639,508.09644
siftsmall,28,16,200,200,10,0.9,0.9,0.9,False,224.85995,507.9931
siftsmall,29,16,200,200,10,0.9,1.0,1.0,False,125.379425,509.43497
siftsmall,30,16,200,200,10,0.9,1.0,1.0,False,265.37708,508.52237
siftsmall,31,16,200,200,10,0.9,1.0,1.0,False,109.19249,509.40454
siftsmall,32,16,200,200,10,0.9,1.0,1.0,False,187.56332,509.0884
siftsmall,33,16,200,200,10,0.9,0.9,0.9,False,328.27884,509.29462
siftsmall,34,16,200,200,10,0.9,1.0,1.0,False,248.55382,507.9754
siftsmall,35,16,200,200,10,0.9,1.0,1.0,False,120.975204,508.03445
siftsmall,36,16,200,200,10,0.9,1.0,1.0,False,111.45851,509.03635
siftsmall,37,16,200,200,10,0.9,1.0,1.0,False,166.85622,508.9116
siftsmall,38,16,200,200,10,0.9,1.0,1.0,False,156.35857,508.4614
siftsmall,39,16,200,200,10,0.9,1.0,1.0,False,193.9768,509.2956
siftsmall,40,16,200,200,10,0.9,1.0,1.0,False,153.56432,508.1476
siftsmall,41,16,200,200,10,0.9,1.0,1.0,False,200.49438,508.66492
