query_id,method,recall,latency_ms,true_neighbors_found,terminated_early,actual_ef_used,max_ef_allowed,num_iterations,num_distance_computations,num_nodes_visited,distance_to_best,distance_to_worst_in_topk,distance_ratio,method_specific,query_d1nn_distance,query_dknn_distance,query_local_density,failure_type,recall_gap_from_oracle
28,hnsw_ef20,1.0,2.007,10,False,20,20,0,0,0,50562.0,61579.0,1.0,{},0.0,0.0,0.0,none,0.0
29,hnsw_ef20,1.0,0.955,10,False,20,20,0,0,0,15720.0,37712.0,1.0,{},0.0,0.0,0.0,none,0.0
30,hnsw_ef20,1.0,1.438,10,False,20,20,0,0,0,70425.0,77526.0,1.0,{},0.0,0.0,0.0,none,0.0
31,hnsw_ef20,1.0,1.5,10,False,20,20,0,0,0,11923.0,95245.0,1.0,{},0.0,0.0,0.0,none,0.0
32,hnsw_ef20,1.0,1.598,10,False,20,20,0,0,0,35180.0,67794.0,1.0,{},0.0,0.0,0.0,none,0.0
33,hnsw_ef20,0.9,1.349,9,False,20,20,0,0,0,107767.0,136172.0,1.0,{},0.0,0.0,0.0,none,0.0
34,hnsw_ef20,1.0,1.811,10,False,20,20,0,0,0,61779.0,77653.0,1.0,{},0.0,0.0,0.0,none,0.0
35,hnsw_ef20,1.0,1.721,10,False,20,20,0,0,0,14635.0,92609.0,1.0,{},0.0,0.0,0.0,none,0.0
36,hnsw_ef20,1.0,1.7249999999999999,10,False,20,20,0,0,0,12423.0,90796.0,1.0,{},0.0,0.0,0.0,none,0.0
37,hnsw_ef20,1.0,1.7409999999999999,10,False,20,20,0,0,0,27841.0,102084.0,1.0,{},0.0,0.0,0.0,none,0.0
38,hnsw_ef20,1.0,1.7149999999999999,10,False,20,20,0,0,0,24448.0,93294.0,1.0,{},0.0,0.0,0.0,none,0.0
39,hnsw_ef20,1.0,1.5759999999999998,10,False,20,20,0,0,0,37627.0,48147.0,1.0,{},0.0,0.0,0.0,none,0.0
40,hnsw_ef20,1.0,1.5479999999999998,10,False,20,20,0,0,0,23582.0,77383.0,1.0,{},0.0,0.0,0.0,none,0.0
41,hnsw_ef20,1.0,1.3519999999999999,10,False,20,20,0,0,0,40198.0,50025.0,1.0,{},0.0,0.0,0.0,none,0.0
42,hnsw_ef20,1.0,1.7129999999999999,10,False,20,20,0,0,0,56061.0,77258.0,1.0,{},0.0,0.0,0.0,none,0.0
43,hnsw_ef20,1.0,1.975,10,False,20,20,0,0,0,27337.0,86737.0,1.0,{},0.0,0.0,0.0,none,0.0
44,hnsw_ef20,1.0,1.393,10,False,20,20,0,0,0,65717.0,73924.0,1.0,{},0.0,0.0,0.0,none,0.0
45,hnsw_ef20,0.7,1.5399999999999998,7,False,20,20,0,0,0,70577.0,79550.0,1.0,{},0.0,0.0,0.0,none,0.0
46,hnsw_ef20,1.0,1.198,10,False,20,20,0,0,0,9926.0,58929.0,1.0,{},0.0,0.0,0.0,none,0.0
47,hnsw_ef20,1.0,2.089,10,False,20,20,0,0,0,86668.0,114233.0,1.0,{},0.0,0.0,0.0,none,0.0
48,hnsw_ef20,1.0,1.495,10,False,20,20,0,0,0,24262.0,102124.0,1.0,{},0.0,0.0,0.0,none,0.0
49,hnsw_ef20,1.0,1.449,10,False,20,20,0,0,0,16585.0,54822.0,1.0,{},0.0,0.0,0.0,none,0.0
50,hnsw_ef20,1.0,2.058,10,False,20,20,0,0,0,32812.0,89218.0,1.0,{},0.0,0.0,0.0,none,0.0
51,hnsw_ef20,1.0,1.3940000000000001,10,False,20,20,0,0,0,17112.0,66730.0,1.0,{},0.0,0.0,0.0,none,0.0
52,hnsw_ef20,1.0,1.984,10,False,20,20,0,0,0,39512.0,53497.0,1.0,{},0.0,0.0,0.0,none,0.0
53,hnsw_ef20,0.9,1.777,9,False,20,20,0,0,0,37705.0,66910.0,1.0,{},0.0,0.0,0.0,none,0.0
54,hnsw_ef20,1.0,0.8130000000000001,10,False,20,20,0,0,0,25379.0,29993.0,1.0,{},0.0,0.0,0.0,none,0.0
55,hnsw_ef20,1.0,1.1329999999999998,10,False,20,20,0,0,0,33872.0,52309.0,1.0,{},0.0,0.0,0.0,none,0.0
56,hnsw_ef20,1.0,1.665,10,False,20,20,0,0,0,36380.0,48758.0,1.0,{},0.0,0.0,0.0,none,0.0
