query_id,method,recall,latency_ms,true_neighbors_found,terminated_early,actual_ef_used,max_ef_allowed,num_iterations,num_distance_computations,num_nodes_visited,distance_to_best,distance_to_worst_in_topk,distance_ratio,method_specific,query_d1nn_distance,query_dknn_distance,query_local_density,failure_type,recall_gap_from_oracle
25,hnsw_ef20,0.8,1.7129999999999999,8,False,20,20,0,0,0,73772.0,96308.0,1.0,{},0.0,0.0,0.0,none,0.0
26,hnsw_ef20,1.0,2.186,10,False,20,20,0,0,0,33651.0,59115.0,1.0,{},0.0,0.0,0.0,none,0.0
27,hnsw_ef20,1.0,2.163,10,False,20,20,0,0,0,30806.0,60091.0,1.0,{},0.0,0.0,0.0,none,0.0
28,hnsw_ef20,1.0,2.042,10,False,20,20,0,0,0,50562.0,61579.0,1.0,{},0.0,0.0,0.0,none,0.0
29,hnsw_ef20,1.0,3.318,10,False,20,20,0,0,0,15720.0,37712.0,1.0,{},0.0,0.0,0.0,none,0.0
30,hnsw_ef20,1.0,2.125,10,False,20,20,0,0,0,70425.0,77526.0,1.0,{},0.0,0.0,0.0,none,0.0
31,hnsw_ef20,1.0,1.61,10,False,20,20,0,0,0,11923.0,95245.0,1.0,{},0.0,0.0,0.0,none,0.0
32,hnsw_ef20,1.0,1.867,10,False,20,20,0,0,0,35180.0,67794.0,1.0,{},0.0,0.0,0.0,none,0.0
33,hnsw_ef20,0.9,1.518,9,False,20,20,0,0,0,107767.0,136172.0,1.0,{},0.0,0.0,0.0,none,0.0
34,hnsw_ef20,1.0,2.193,10,False,20,20,0,0,0,61779.0,77653.0,1.0,{},0.0,0.0,0.0,none,0.0
35,hnsw_ef20,1.0,2.0149999999999997,10,False,20,20,0,0,0,14635.0,92609.0,1.0,{},0.0,0.0,0.0,none,0.0
36,hnsw_ef20,1.0,1.9680000000000002,10,False,20,20,0,0,0,12423.0,90796.0,1.0,{},0.0,0.0,0.0,none,0.0
37,hnsw_ef20,1.0,5.6499999999999995,10,False,20,20,0,0,0,27841.0,102084.0,1.0,{},0.0,0.0,0.0,none,0.0
38,hnsw_ef20,1.0,1.8699999999999999,10,False,20,20,0,0,0,24448.0,93294.0,1.0,{},0.0,0.0,0.0,none,0.0
39,hnsw_ef20,1.0,1.563,10,False,20,20,0,0,0,37627.0,48147.0,1.0,{},0.0,0.0,0.0,none,0.0
40,hnsw_ef20,1.0,1.835,10,False,20,20,0,0,0,23582.0,77383.0,1.0,{},0.0,0.0,0.0,none,0.0
41,hnsw_ef20,1.0,1.4400000000000002,10,False,20,20,0,0,0,40198.0,50025.0,1.0,{},0.0,0.0,0.0,none,0.0
42,hnsw_ef20,1.0,1.898,10,False,20,20,0,0,0,56061.0,77258.0,1.0,{},0.0,0.0,0.0,none,0.0
43,hnsw_ef20,1.0,2.232,10,False,20,20,0,0,0,27337.0,86737.0,1.0,{},0.0,0.0,0.0,none,0.0
44,hnsw_ef20,1.0,3.842,10,False,20,20,0,0,0,65717.0,73924.0,1.0,{},0.0,0.0,0.0,none,0.0
45,hnsw_ef20,0.7,1.701,7,False,20,20,0,0,0,70577.0,79550.0,1.0,{},0.0,0.0,0.0,none,0.0
46,hnsw_ef20,1.0,1.2979999999999998,10,False,20,20,0,0,0,9926.0,58929.0,1.0,{},0.0,0.0,0.0,none,0.0
47,hnsw_ef20,1.0,2.104,10,False,20,20,0,0,0,86668.0,114233.0,1.0,{},0.0,0.0,0.0,none,0.0
48,hnsw_ef20,1.0,1.6360000000000001,10,False,20,20,0,0,0,24262.0,102124.0,1.0,{},0.0,0.0,0.0,none,0.0
49,hnsw_ef20,1.0,1.5430000000000001,10,False,20,20,0,0,0,16585.0,54822.0,1.0,{},0.0,0.0,0.0,none,0.0
50,hnsw_ef20,1.0,1.4809999999999999,10,False,20,20,0,0,0,32812.0,89218.0,1.0,{},0.0,0.0,0.0,none,0.0
51,hnsw_ef20,1.0,1.567,10,False,20,20,0,0,0,17112.0,66730.0,1.0,{},0.0,0.0,0.0,none,0.0
52,hnsw_ef20,1.0,2.867,10,False,20,20,0,0,0,39512.0,53497.0,1.0,{},0.0,0.0,0.0,none,0.0
53,hnsw_ef20,0.9,2.005,9,False,20,20,0,0,0,37705.0,66910.0,1.0,{},0.0,0.0,0.0,none,0.0
54,hnsw_ef20,1.0,0.894,10,False,20,20,0,0,0,25379.0,29993.0,1.0,{},0.0,0.0,0.0,none,0.0
55,hnsw_ef20,1.0,2.653,10,False,20,20,0,0,0,33872.0,52309.0,1.0,{},0.0,0.0,0.0,none,0.0
56,hnsw_ef20,1.0,3.9509999999999996,10,False,20,20,0,0,0,36380.0,48758.0,1.0,{},0.0,0.0,0.0,none,0.0
57,hnsw_ef20,1.0,1.8079999999999998,10,False,20,20,0,0,0,27938.0,62801.0,1.0,{},0.0,0.0,0.0,none,0.0
58,hnsw_ef20,1.0,1.531,10,False,20,20,0,0,0,4322.0,109499.0,1.0,{},0.0,0.0,0.0,none,0.0
59,hnsw_ef20,1.0,1.117,10,False,20,20,0,0,0,13091.0,29119.0,1.0,{},0.0,0.0,0.0,none,0.0
60,hnsw_ef20,1.0,2.812,10,False,20,20,0,0,0,29005.0,81397.0,1.0,{},0.0,0.0,0.0,none,0.0
61,hnsw_ef20,1.0,1.4469999999999998,10,False,20,20,0,0,0,19700.0,70796.0,1.0,{},0.0,0.0,0.0,none,0.0
62,hnsw_ef20,1.0,1.048,10,False,20,20,0,0,0,17332.0,59702.0,1.0,{},0.0,0.0,0.0,none,0.0
63,hnsw_ef20,1.0,1.2329999999999999,10,False,20,20,0,0,0,9009.0,51518.0,1.0,{},0.0,0.0,0.0,none,0.0
64,hnsw_ef20,1.0,2.277,10,False,20,20,0,0,0,19120.0,69118.0,1.0,{},0.0,0.0,0.0,none,0.0
65,hnsw_ef20,0.9,1.236,9,False,20,20,0,0,0,30061.0,61207.0,1.0,{},0.0,0.0,0.0,none,0.0
66,hnsw_ef20,1.0,1.361,10,False,20,20,0,0,0,40347.0,85595.0,1.0,{},0.0,0.0,0.0,none,0.0
67,hnsw_ef20,1.0,1.375,10,False,20,20,0,0,0,50277.0,77892.0,1.0,{},0.0,0.0,0.0,none,0.0
68,hnsw_ef20,1.0,1.489,10,False,20,20,0,0,0,40526.0,48625.0,1.0,{},0.0,0.0,0.0,none,0.0
69,hnsw_ef20,1.0,1.645,10,False,20,20,0,0,0,71189.0,87094.0,1.0,{},0.0,0.0,0.0,none,0.0
70,hnsw_ef20,1.0,1.017,10,False,20,20,0,0,0,2192.0,25387.0,1.0,{},0.0,0.0,0.0,none,0.0
71,hnsw_ef20,1.0,2.16,10,False,20,20,0,0,0,37510.0,76084.0,1.0,{},0.0,0.0,0.0,none,0.0
72,hnsw_ef20,1.0,2.161,10,False,20,20,0,0,0,91937.0,112634.0,1.0,{},0.0,0.0,0.0,none,0.0
73,hnsw_ef20,1.0,1.489,10,False,20,20,0,0,0,53111.0,91810.0,1.0,{},0.0,0.0,0.0,none,0.0
74,hnsw_ef20,0.9,1.871,9,False,20,20,0,0,0,17186.0,54202.0,1.0,{},0.0,0.0,0.0,none,0.0
75,hnsw_ef20,1.0,1.779,10,False,20,20,0,0,0,44970.0,97812.0,1.0,{},0.0,0.0,0.0,none,0.0
76,hnsw_ef20,0.9,1.6689999999999998,9,False,20,20,0,0,0,63130.0,87984.0,1.0,{},0.0,0.0,0.0,none,0.0
77,hnsw_ef20,0.9,1.678,9,False,20,20,0,0,0,86269.0,112447.0,1.0,{},0.0,0.0,0.0,none,0.0
78,hnsw_ef20,1.0,1.649,10,False,20,20,0,0,0,51469.0,74257.0,1.0,{},0.0,0.0,0.0,none,0.0
79,hnsw_ef20,1.0,0.9890000000000001,10,False,20,20,0,0,0,21953.0,47928.0,1.0,{},0.0,0.0,0.0,none,0.0
80,hnsw_ef20,1.0,1.828,10,False,20,20,0,0,0,21407.0,97059.0,1.0,{},0.0,0.0,0.0,none,0.0
81,hnsw_ef20,1.0,1.77,10,False,20,20,0,0,0,76629.0,94504.0,1.0,{},0.0,0.0,0.0,none,0.0
82,hnsw_ef20,0.9,2.025,9,False,20,20,0,0,0,73974.0,92874.0,1.0,{},0.0,0.0,0.0,none,0.0
83,hnsw_ef20,1.0,1.911,10,False,20,20,0,0,0,32981.0,71927.0,1.0,{},0.0,0.0,0.0,none,0.0
84,hnsw_ef20,1.0,1.996,10,False,20,20,0,0,0,37125.0,69971.0,1.0,{},0.0,0.0,0.0,none,0.0
85,hnsw_ef20,1.0,1.359,10,False,20,20,0,0,0,81286.0,156301.0,1.0,{},0.0,0.0,0.0,none,0.0
86,hnsw_ef20,1.0,1.307,10,False,20,20,0,0,0,50583.0,88690.0,1.0,{},0.0,0.0,0.0,none,0.0
87,hnsw_ef20,1.0,1.085,10,False,20,20,0,0,0,15267.0,83244.0,1.0,{},0.0,0.0,0.0,none,0.0
88,hnsw_ef20,1.0,1.059,10,False,20,20,0,0,0,5637.0,40609.0,1.0,{},0.0,0.0,0.0,none,0.0
89,hnsw_ef20,1.0,1.26,10,False,20,20,0,0,0,13118.0,47442.0,1.0,{},0.0,0.0,0.0,none,0.0
90,hnsw_ef20,1.0,1.4480000000000002,10,False,20,20,0,0,0,2546.0,31244.0,1.0,{},0.0,0.0,0.0,none,0.0
91,hnsw_ef20,1.0,1.585,10,False,20,20,0,0,0,88820.0,118161.0,1.0,{},0.0,0.0,0.0,none,0.0
92,hnsw_ef20,1.0,1.707,10,False,20,20,0,0,0,20012.0,104917.0,1.0,{},0.0,0.0,0.0,none,0.0
93,hnsw_ef20,1.0,1.6019999999999999,10,False,20,20,0,0,0,55119.0,74990.0,1.0,{},0.0,0.0,0.0,none,0.0
94,hnsw_ef20,1.0,0.9959999999999999,10,False,20,20,0,0,0,25783.0,73191.0,1.0,{},0.0,0.0,0.0,none,0.0
95,hnsw_ef20,0.9,1.623,9,False,20,20,0,0,0,93264.0,114270.0,1.0,{},0.0,0.0,0.0,none,0.0
96,hnsw_ef20,0.6,1.9040000000000001,6,False,20,20,0,0,0,101357.0,111316.0,1.0,{},0.0,0.0,0.0,none,0.0
97,hnsw_ef20,0.9,1.589,9,False,20,20,0,0,0,92261.0,104254.0,1.0,{},0.0,0.0,0.0,none,0.0
98,hnsw_ef20,1.0,1.251,10,False,20,20,0,0,0,18887.0,23629.0,1.0,{},0.0,0.0,0.0,none,0.0
99,hnsw_ef20,1.0,1.4220000000000002,10,False,20,20,0,0,0,34082.0,114241.0,1.0,{},0.0,0.0,0.0,none,0.0
0,hnsw_ef50,1.0,5.01,10,False,50,50,0,0,0,76608.0,98017.0,1.0,{},0.0,0.0,0.0,none,0.0
1,hnsw_ef50,1.0,4.912,10,False,50,50,0,0,0,65973.0,76936.0,1.0,{},0.0,0.0,0.0,none,0.0
2,hnsw_ef50,1.0,4.745,10,False,50,50,0,0,0,42740.0,61289.0,1.0,{},0.0,0.0,0.0,none,0.0
3,hnsw_ef50,1.0,7.952000000000001,10,False,50,50,0,0,0,46301.0,70326.0,1.0,{},0.0,0.0,0.0,none,0.0
4,hnsw_ef50,1.0,3.499,10,False,50,50,0,0,0,62755.0,81358.0,1.0,{},0.0,0.0,0.0,none,0.0
5,hnsw_ef50,1.0,5.9750000000000005,10,False,50,50,0,0,0,75708.0,101335.0,1.0,{},0.0,0.0,0.0,none,0.0
6,hnsw_ef50,1.0,11.039,10,False,50,50,0,0,0,60816.0,72362.0,1.0,{},0.0,0.0,0.0,none,0.0
7,hnsw_ef50,1.0,5.639,10,False,50,50,0,0,0,30258.0,48728.0,1.0,{},0.0,0.0,0.0,none,0.0
8,hnsw_ef50,1.0,4.038,10,False,50,50,0,0,0,61739.0,74013.0,1.0,{},0.0,0.0,0.0,none,0.0
9,hnsw_ef50,1.0,4.116,10,False,50,50,0,0,0,62507.0,73480.0,1.0,{},0.0,0.0,0.0,none,0.0
10,hnsw_ef50,1.0,5.308,10,False,50,50,0,0,0,86367.0,104006.0,1.0,{},0.0,0.0,0.0,none,0.0
11,hnsw_ef50,1.0,7.531000000000001,10,False,50,50,0,0,0,29640.0,54141.0,1.0,{},0.0,0.0,0.0,none,0.0
12,hnsw_ef50,1.0,7.586,10,False,50,50,0,0,0,56906.0,68334.0,1.0,{},0.0,0.0,0.0,none,0.0
13,hnsw_ef50,1.0,8.443000000000001,10,False,50,50,0,0,0,59867.0,75645.0,1.0,{},0.0,0.0,0.0,none,0.0
14,hnsw_ef50,1.0,5.657,10,False,50,50,0,0,0,74702.0,93779.0,1.0,{},0.0,0.0,0.0,none,0.0
15,hnsw_ef50,1.0,3.73,10,False,50,50,0,0,0,64355.0,68732.0,1.0,{},0.0,0.0,0.0,none,0.0
16,hnsw_ef50,1.0,3.709,10,False,50,50,0,0,0,61603.0,70190.0,1.0,{},0.0,0.0,0.0,none,0.0
17,hnsw_ef50,1.0,4.09,10,False,50,50,0,0,0,64839.0,72546.0,1.0,{},0.0,0.0,0.0,none,0.0
18,hnsw_ef50,1.0,3.659,10,False,50,50,0,0,0,71230.0,78513.0,1.0,{},0.0,0.0,0.0,none,0.0
19,hnsw_ef50,1.0,4.492999999999999,10,False,50,50,0,0,0,50513.0,60190.0,1.0,{},0.0,0.0,0.0,none,0.0
20,hnsw_ef50,1.0,7.529,10,False,50,50,0,0,0,37243.0,44002.0,1.0,{},0.0,0.0,0.0,none,0.0
21,hnsw_ef50,1.0,6.495,10,False,50,50,0,0,0,6536.0,51865.0,1.0,{},0.0,0.0,0.0,none,0.0
22,hnsw_ef50,1.0,5.955,10,False,50,50,0,0,0,29947.0,43724.0,1.0,{},0.0,0.0,0.0,none,0.0
23,hnsw_ef50,1.0,6.204000000000001,10,False,50,50,0,0,0,64486.0,69874.0,1.0,{},0.0,0.0,0.0,none,0.0
24,hnsw_ef50,1.0,6.5760000000000005,10,False,50,50,0,0,0,23786.0,63044.0,1.0,{},0.0,0.0,0.0,none,0.0
25,hnsw_ef50,1.0,3.5370000000000004,10,False,50,50,0,0,0,73772.0,95177.0,1.0,{},0.0,0.0,0.0,none,0.0
26,hnsw_ef50,1.0,4.0600000000000005,10,False,50,50,0,0,0,33651.0,59115.0,1.0,{},0.0,0.0,0.0,none,0.0
27,hnsw_ef50,1.0,3.307,10,False,50,50,0,0,0,30806.0,60091.0,1.0,{},0.0,0.0,0.0,none,0.0
28,hnsw_ef50,1.0,4.007000000000001,10,False,50,50,0,0,0,50562.0,61579.0,1.0,{},0.0,0.0,0.0,none,0.0
29,hnsw_ef50,1.0,4.152,10,False,50,50,0,0,0,15720.0,37712.0,1.0,{},0.0,0.0,0.0,none,0.0
30,hnsw_ef50,1.0,6.311,10,False,50,50,0,0,0,70425.0,77526.0,1.0,{},0.0,0.0,0.0,none,0.0
31,hnsw_ef50,1.0,3.9509999999999996,10,False,50,50,0,0,0,11923.0,95245.0,1.0,{},0.0,0.0,0.0,none,0.0
32,hnsw_ef50,1.0,3.399,10,False,50,50,0,0,0,35180.0,67794.0,1.0,{},0.0,0.0,0.0,none,0.0
33,hnsw_ef50,1.0,6.267,10,False,50,50,0,0,0,107767.0,133725.0,1.0,{},0.0,0.0,0.0,none,0.0
34,hnsw_ef50,1.0,6.23,10,False,50,50,0,0,0,61779.0,77653.0,1.0,{},0.0,0.0,0.0,none,0.0
35,hnsw_ef50,1.0,4.443,10,False,50,50,0,0,0,14635.0,92609.0,1.0,{},0.0,0.0,0.0,none,0.0
36,hnsw_ef50,1.0,4.545000000000001,10,False,50,50,0,0,0,12423.0,90796.0,1.0,{},0.0,0.0,0.0,none,0.0
37,hnsw_ef50,1.0,3.427,10,False,50,50,0,0,0,27841.0,102084.0,1.0,{},0.0,0.0,0.0,none,0.0
38,hnsw_ef50,1.0,3.769,10,False,50,50,0,0,0,24448.0,93294.0,1.0,{},0.0,0.0,0.0,none,0.0
39,hnsw_ef50,1.0,2.742,10,False,50,50,0,0,0,37627.0,48147.0,1.0,{},0.0,0.0,0.0,none,0.0
40,hnsw_ef50,1.0,4.486000000000001,10,False,50,50,0,0,0,23582.0,77383.0,1.0,{},0.0,0.0,0.0,none,0.0
41,hnsw_ef50,1.0,5.064,10,False,50,50,0,0,0,40198.0,50025.0,1.0,{},0.0,0.0,0.0,none,0.0
42,hnsw_ef50,1.0,5.084,10,False,50,50,0,0,0,56061.0,77258.0,1.0,{},0.0,0.0,0.0,none,0.0
43,hnsw_ef50,1.0,5.37,10,False,50,50,0,0,0,27337.0,86737.0,1.0,{},0.0,0.0,0.0,none,0.0
44,hnsw_ef50,1.0,4.149,10,False,50,50,0,0,0,65717.0,73924.0,1.0,{},0.0,0.0,0.0,none,0.0
45,hnsw_ef50,0.8,3.422,8,False,50,50,0,0,0,70577.0,78737.0,1.0,{},0.0,0.0,0.0,none,0.0
46,hnsw_ef50,1.0,3.376,10,False,50,50,0,0,0,9926.0,58929.0,1.0,{},0.0,0.0,0.0,none,0.0
47,hnsw_ef50,1.0,5.261,10,False,50,50,0,0,0,86668.0,114233.0,1.0,{},0.0,0.0,0.0,none,0.0
48,hnsw_ef50,1.0,3.516,10,False,50,50,0,0,0,24262.0,102124.0,1.0,{},0.0,0.0,0.0,none,0.0
49,hnsw_ef50,1.0,3.336,10,False,50,50,0,0,0,16585.0,54822.0,1.0,{},0.0,0.0,0.0,none,0.0
50,hnsw_ef50,1.0,3.072,10,False,50,50,0,0,0,32812.0,89218.0,1.0,{},0.0,0.0,0.0,none,0.0
51,hnsw_ef50,1.0,2.71,10,False,50,50,0,0,0,17112.0,66730.0,1.0,{},0.0,0.0,0.0,none,0.0
52,hnsw_ef50,1.0,4.213,10,False,50,50,0,0,0,39512.0,53497.0,1.0,{},0.0,0.0,0.0,none,0.0
53,hnsw_ef50,1.0,3.812,10,False,50,50,0,0,0,37705.0,66565.0,1.0,{},0.0,0.0,0.0,none,0.0
54,hnsw_ef50,1.0,1.792,10,False,50,50,0,0,0,25379.0,29993.0,1.0,{},0.0,0.0,0.0,none,0.0
55,hnsw_ef50,1.0,2.442,10,False,50,50,0,0,0,33872.0,52309.0,1.0,{},0.0,0.0,0.0,none,0.0
56,hnsw_ef50,1.0,3.689,10,False,50,50,0,0,0,36380.0,48758.0,1.0,{},0.0,0.0,0.0,none,0.0
57,hnsw_ef50,1.0,3.9579999999999997,10,False,50,50,0,0,0,27938.0,62801.0,1.0,{},0.0,0.0,0.0,none,0.0
58,hnsw_ef50,1.0,3.508,10,False,50,50,0,0,0,4322.0,109499.0,1.0,{},0.0,0.0,0.0,none,0.0
59,hnsw_ef50,1.0,1.9009999999999998,10,False,50,50,0,0,0,13091.0,29119.0,1.0,{},0.0,0.0,0.0,none,0.0
60,hnsw_ef50,1.0,3.915,10,False,50,50,0,0,0,29005.0,81397.0,1.0,{},0.0,0.0,0.0,none,0.0
61,hnsw_ef50,1.0,2.8449999999999998,10,False,50,50,0,0,0,19700.0,70796.0,1.0,{},0.0,0.0,0.0,none,0.0
62,hnsw_ef50,1.0,1.784,10,False,50,50,0,0,0,17332.0,59702.0,1.0,{},0.0,0.0,0.0,none,0.0
63,hnsw_ef50,1.0,2.3800000000000003,10,False,50,50,0,0,0,9009.0,51518.0,1.0,{},0.0,0.0,0.0,none,0.0
64,hnsw_ef50,1.0,2.347,10,False,50,50,0,0,0,19120.0,69118.0,1.0,{},0.0,0.0,0.0,none,0.0
65,hnsw_ef50,1.0,2.691,10,False,50,50,0,0,0,30061.0,59443.0,1.0,{},0.0,0.0,0.0,none,0.0
66,hnsw_ef50,1.0,2.6020000000000003,10,False,50,50,0,0,0,40347.0,85595.0,1.0,{},0.0,0.0,0.0,none,0.0
67,hnsw_ef50,1.0,2.83,10,False,50,50,0,0,0,50277.0,77892.0,1.0,{},0.0,0.0,0.0,none,0.0
68,hnsw_ef50,1.0,2.6719999999999997,10,False,50,50,0,0,0,40526.0,48625.0,1.0,{},0.0,0.0,0.0,none,0.0
69,hnsw_ef50,1.0,3.676,10,False,50,50,0,0,0,71189.0,87094.0,1.0,{},0.0,0.0,0.0,none,0.0
70,hnsw_ef50,1.0,1.777,10,False,50,50,0,0,0,2192.0,25387.0,1.0,{},0.0,0.0,0.0,none,0.0
71,hnsw_ef50,1.0,2.549,10,False,50,50,0,0,0,37510.0,76084.0,1.0,{},0.0,0.0,0.0,none,0.0
72,hnsw_ef50,1.0,4.144,10,False,50,50,0,0,0,91937.0,112634.0,1.0,{},0.0,0.0,0.0,none,0.0
73,hnsw_ef50,1.0,2.9459999999999997,10,False,50,50,0,0,0,53111.0,91810.0,1.0,{},0.0,0.0,0.0,none,0.0
74,hnsw_ef50,1.0,3.6180000000000003,10,False,50,50,0,0,0,17186.0,54074.0,1.0,{},0.0,0.0,0.0,none,0.0
75,hnsw_ef50,1.0,3.196,10,False,50,50,0,0,0,44970.0,97812.0,1.0,{},0.0,0.0,0.0,none,0.0
76,hnsw_ef50,0.9,3.387,9,False,50,50,0,0,0,63130.0,87984.0,1.0,{},0.0,0.0,0.0,none,0.0
77,hnsw_ef50,1.0,3.456,10,False,50,50,0,0,0,86269.0,112274.0,1.0,{},0.0,0.0,0.0,none,0.0
78,hnsw_ef50,1.0,3.585,10,False,50,50,0,0,0,51469.0,74257.0,1.0,{},0.0,0.0,0.0,none,0.0
79,hnsw_ef50,1.0,2.008,10,False,50,50,0,0,0,21953.0,47928.0,1.0,{},0.0,0.0,0.0,none,0.0
80,hnsw_ef50,1.0,3.225,10,False,50,50,0,0,0,21407.0,97059.0,1.0,{},0.0,0.0,0.0,none,0.0
81,hnsw_ef50,1.0,3.591,10,False,50,50,0,0,0,76629.0,94504.0,1.0,{},0.0,0.0,0.0,none,0.0
82,hnsw_ef50,1.0,3.942,10,False,50,50,0,0,0,73974.0,92780.0,1.0,{},0.0,0.0,0.0,none,0.0
83,hnsw_ef50,1.0,3.528,10,False,50,50,0,0,0,32981.0,71927.0,1.0,{},0.0,0.0,0.0,none,0.0
84,hnsw_ef50,1.0,3.747,10,False,50,50,0,0,0,37125.0,69971.0,1.0,{},0.0,0.0,0.0,none,0.0
85,hnsw_ef50,1.0,2.77,10,False,50,50,0,0,0,81286.0,156301.0,1.0,{},0.0,0.0,0.0,none,0.0
86,hnsw_ef50,1.0,2.615,10,False,50,50,0,0,0,50583.0,88690.0,1.0,{},0.0,0.0,0.0,none,0.0
87,hnsw_ef50,1.0,2.25,10,False,50,50,0,0,0,15267.0,83244.0,1.0,{},0.0,0.0,0.0,none,0.0
88,hnsw_ef50,1.0,2.042,10,False,50,50,0,0,0,5637.0,40609.0,1.0,{},0.0,0.0,0.0,none,0.0
89,hnsw_ef50,1.0,2.627,10,False,50,50,0,0,0,13118.0,47442.0,1.0,{},0.0,0.0,0.0,none,0.0
90,hnsw_ef50,1.0,2.97,10,False,50,50,0,0,0,2546.0,31244.0,1.0,{},0.0,0.0,0.0,none,0.0
91,hnsw_ef50,1.0,2.477,10,False,50,50,0,0,0,88820.0,118161.0,1.0,{},0.0,0.0,0.0,none,0.0
92,hnsw_ef50,1.0,3.52,10,False,50,50,0,0,0,20012.0,104917.0,1.0,{},0.0,0.0,0.0,none,0.0
93,hnsw_ef50,1.0,2.9099999999999997,10,False,50,50,0,0,0,55119.0,74990.0,1.0,{},0.0,0.0,0.0,none,0.0
94,hnsw_ef50,1.0,1.8699999999999999,10,False,50,50,0,0,0,25783.0,73191.0,1.0,{},0.0,0.0,0.0,none,0.0
95,hnsw_ef50,1.0,3.644,10,False,50,50,0,0,0,93264.0,111923.0,1.0,{},0.0,0.0,0.0,none,0.0
96,hnsw_ef50,0.9,3.613,9,False,50,50,0,0,0,81676.0,109284.0,1.0,{},0.0,0.0,0.0,none,0.0
97,hnsw_ef50,1.0,3.173,10,False,50,50,0,0,0,54537.0,103615.0,1.0,{},0.0,0.0,0.0,none,0.0
98,hnsw_ef50,1.0,2.1229999999999998,10,False,50,50,0,0,0,18887.0,23629.0,1.0,{},0.0,0.0,0.0,none,0.0
99,hnsw_ef50,1.0,3.276,10,False,50,50,0,0,0,34082.0,114241.0,1.0,{},0.0,0.0,0.0,none,0.0
